population,date,year,month,sst_mean
-38_149,2013-10-16,2013,10,14.83928108215332
-38_149,2013-11-16,2013,11,16.4337158203125
-38_149,2013-12-16,2013,12,17.85407257080078
-38_149,2014-01-16,2014,1,18.999469757080078
-38_149,2014-02-15,2014,2,20.099706649780273
-38_149,2014-03-16,2014,3,20.367691040039063
-38_149,2014-04-16,2014,4,19.702346801757813
-38_149,2014-05-16,2014,5,18.535709381103516
-38_149,2014-06-16,2014,6,16.700191497802734
-38_149,2014-07-16,2014,7,15.440546989440918
-38_149,2014-08-16,2014,8,14.944038391113281
-38_149,2014-09-16,2014,9,14.681991577148438
-38_149,2014-10-16,2014,10,15.752008438110352
-38_149,2014-11-16,2014,11,17.111528396606445
-38_149,2014-12-16,2014,12,18.976226806640625
-38_149,2015-01-16,2015,1,19.70257568359375
-38_149,2015-02-15,2015,2,20.53509521484375
-38_149,2015-03-16,2015,3,19.98525619506836
-38_149,2015-04-16,2015,4,19.029939651489258
-38_149,2015-05-16,2015,5,17.517024993896484
-38_149,2015-06-16,2015,6,15.923930168151855
-38_149,2015-07-16,2015,7,15.460027694702148
-38_149,2015-08-16,2015,8,14.298820495605469
-38_149,2015-09-16,2015,9,14.896062850952148
-38_149,2015-10-16,2015,10,16.58271026611328
-38_149,2015-11-16,2015,11,17.64807891845703
-38_149,2015-12-16,2015,12,19.39836883544922
-38_149,2016-01-16,2016,1,20.707792282104492
-38_149,2016-02-15,2016,2,21.685455322265625
-38_149,2016-03-16,2016,3,21.671606063842773
-38_149,2016-04-16,2016,4,20.172149658203125
-38_149,2016-05-16,2016,5,17.817869186401367
-38_149,2016-06-16,2016,6,16.14773941040039
-38_149,2016-07-16,2016,7,15.172618865966797
-38_149,2016-08-16,2016,8,14.646708488464355
-38_149,2016-09-16,2016,9,15.106441497802734
-38_149,2016-10-16,2016,10,15.107528686523438
-38_149,2016-11-16,2016,11,16.468780517578125
-38_149,2016-12-16,2016,12,18.029457092285156
-38_149,2017-01-16,2017,1,20.196212768554688
-38_149,2017-02-15,2017,2,20.15555191040039
-38_149,2017-03-16,2017,3,21.062488555908203
-38_149,2017-04-16,2017,4,20.07064437866211
-38_149,2017-05-16,2017,5,17.85407257080078
-38_149,2017-06-16,2017,6,16.082908630371094
-38_149,2017-07-16,2017,7,15.520678520202637
-38_149,2017-08-16,2017,8,14.871498107910156
-38_149,2017-09-16,2017,9,14.664799690246582
-38_149,2017-10-16,2017,10,15.760263442993164
-38_149,2017-11-16,2017,11,17.718048095703125
-38_149,2017-12-16,2017,12,19.349624633789063
-38_149,2018-01-16,2018,1,20.509349822998047
-38_149,2018-02-15,2018,2,21.12295913696289
-38_149,2018-03-16,2018,3,20.20810317993164
-38_149,2018-04-16,2018,4,18.947898864746094
-38_149,2018-05-16,2018,5,17.37185287475586
-38_149,2018-06-16,2018,6,16.14801025390625
-38_149,2018-07-16,2018,7,14.50738525390625
-38_149,2018-08-16,2018,8,14.386655807495117
-38_149,2018-09-16,2018,9,14.524276733398438
-38_149,2018-10-16,2018,10,15.631563186645508
-38_149,2018-11-16,2018,11,16.8046875
-38_149,2018-12-16,2018,12,18.735958099365234
-38_149,2019-01-16,2019,1,20.800689697265625
-38_149,2019-02-15,2019,2,21.16922950744629
-38_149,2019-03-16,2019,3,20.651901245117188
-38_149,2019-04-16,2019,4,18.948856353759766
-38_149,2019-05-16,2019,5,17.68011474609375
-38_149,2019-06-16,2019,6,15.863382339477539
-38_149,2019-07-16,2019,7,14.903733253479004
-38_149,2019-08-16,2019,8,14.68272590637207
-38_149,2019-09-16,2019,9,14.50991439819336
-38_149,2019-10-16,2019,10,15.120203971862793
-38_149,2019-11-16,2019,11,16.52875518798828
-38_149,2019-12-16,2019,12,17.690185546875
-38_149,2020-01-16,2020,1,19.827434539794922
-38_149,2020-02-15,2020,2,20.738903045654297
-38_149,2020-03-16,2020,3,19.864791870117188
-38_149,2020-04-16,2020,4,18.651451110839844
-38_149,2020-05-16,2020,5,16.217823028564453
-38_149,2020-06-16,2020,6,15.48892593383789
-38_149,2020-07-16,2020,7,15.37321662902832
-38_149,2020-08-16,2020,8,14.372479438781738
-38_149,2020-09-16,2020,9,14.767115592956543
-38_149,2020-10-16,2020,10,15.574845314025879
-38_149,2020-11-16,2020,11,17.046310424804688
-38_149,2020-12-16,2020,12,18.31558609008789
-38_149,2021-01-16,2021,1,19.945743560791016
-38_149,2021-02-15,2021,2,20.117460250854492
-38_149,2021-03-16,2021,3,19.746150970458984
-38_149,2021-04-16,2021,4,18.69680404663086
-38_149,2021-05-16,2021,5,17.260934829711914
-38_149,2021-06-16,2021,6,16.371171951293945
-38_149,2021-07-16,2021,7,15.575773239135742
-38_149,2021-08-16,2021,8,14.617655754089355
-38_149,2021-09-16,2021,9,14.216020584106445
-38_149,2021-10-16,2021,10,15.094637870788574
-38_149,2021-11-16,2021,11,16.53479766845703
-38_149,2021-12-16,2021,12,17.932140350341797
-38_149,2022-01-16,2022,1,19.872539520263672
-38_149,2022-02-15,2022,2,20.706525802612305
-38_149,2022-03-16,2022,3,20.54405403137207
-38_149,2022-04-16,2022,4,19.083629608154297
-38_149,2022-05-16,2022,5,18.214298248291016
-38_149,2022-06-16,2022,6,15.905344009399414
-38_149,2022-07-16,2022,7,15.132495880126953
-38_149,2022-08-16,2022,8,14.611017227172852
-38_149,2022-09-16,2022,9,14.888952255249023
-38_149,2022-10-16,2022,10,15.953900337219238
-38_149,2022-11-16,2022,11,16.613868713378906
-38_149,2022-12-16,2022,12,16.708370208740234
-38_149,2023-01-16,2023,1,19.67067527770996
-38_149,2023-02-15,2023,2,21.256250381469727
-38_149,2023-03-16,2023,3,20.53398323059082
-38_149,2023-04-16,2023,4,19.06135368347168
-38_149,2023-05-16,2023,5,17.739002227783203
-38_149,2023-06-16,2023,6,15.818925857543945
-38_149,2023-07-16,2023,7,15.416139602661133
-38_149,2023-08-16,2023,8,14.936530113220215
-38_149,2023-09-16,2023,9,15.42365837097168
-38_149,2023-10-16,2023,10,16.132022857666016
-38_149,2023-11-16,2023,11,18.095476150512695
-38_149,2023-12-16,2023,12,19.56471061706543
-38_149,2024-01-16,2024,1,19.988727569580078
-38_149,2024-02-15,2024,2,21.172142028808594
-38_149,2024-03-16,2024,3,21.051748275756836
-38_149,2024-04-16,2024,4,19.319660186767578
-38_149,2024-05-16,2024,5,17.9792537689209
-38_149,2024-06-16,2024,6,17.024127960205078
-38_149,2024-07-16,2024,7,15.649306297302246
-38_149,2024-08-16,2024,8,15.066398620605469
-38_149,2024-09-16,2024,9,15.094205856323242
-38_149,2024-10-16,2024,10,15.709613800048828
-38_149,2024-11-16,2024,11,16.713096618652344
-38_149,2024-12-16,2024,12,18.865631103515625
-38_149,2025-01-16,2025,1,20.036666870117188
-38_149,2025-02-15,2025,2,21.669954299926758
-38_149,2025-03-16,2025,3,20.580785751342773
-38_149,2025-04-16,2025,4,19.744327545166016
-38_149,2025-05-16,2025,5,18.157135009765625
-38_149,2025-06-16,2025,6,16.346961975097656
-38_149,2025-07-16,2025,7,15.613597869873047
-38_149,2025-08-16,2025,8,14.977883338928223
-38_149,2025-09-16,2025,9,14.833264350891113
-38_149,2025-10-16,2025,10,15.71622085571289
-38_149,2025-11-16,2025,11,16.595916748046875
-38_149,2025-12-16,2025,12,17.580698013305664
-36_150,1992-01-16,1992,1,19.989425659179688
-36_150,1992-02-15,1992,2,21.34150505065918
-36_150,1992-03-16,1992,3,21.788726806640625
-36_150,1992-04-16,1992,4,21.054359436035156
-36_150,1992-05-16,1992,5,19.47136116027832
-36_150,1992-06-16,1992,6,17.447433471679688
-36_150,1992-07-16,1992,7,16.337345123291016
-36_150,1992-08-16,1992,8,16.09761619567871
-36_150,1992-09-16,1992,9,16.50210189819336
-36_150,1992-10-16,1992,10,17.13475799560547
-36_150,1992-11-16,1992,11,18.72482681274414
-36_150,1992-12-16,1992,12,19.0533504486084
-36_150,1993-01-16,1993,1,21.239036560058594
-36_150,1993-02-15,1993,2,22.098751068115234
-36_150,1993-03-16,1993,3,21.410776138305664
-36_150,1993-04-16,1993,4,21.154163360595703
-36_150,1993-05-16,1993,5,19.420963287353516
-36_150,1993-06-16,1993,6,17.585861206054688
-36_150,1993-07-16,1993,7,16.218948364257813
-36_150,1993-08-16,1993,8,15.753890037536621
-36_150,1993-09-16,1993,9,15.80837631225586
-36_150,1993-10-16,1993,10,16.3346004486084
-36_150,1993-11-16,1993,11,17.51425552368164
-36_150,1993-12-16,1993,12,19.405410766601563
-36_150,1994-01-16,1994,1,21.479856491088867
-36_150,1994-02-15,1994,2,22.555065155029297
-36_150,1994-03-16,1994,3,20.860855102539063
-36_150,1994-04-16,1994,4,20.368471145629883
-36_150,1994-05-16,1994,5,18.175907135009766
-36_150,1994-06-16,1994,6,17.013561248779297
-36_150,1994-07-16,1994,7,16.3887996673584
-36_150,1994-08-16,1994,8,15.913475036621094
-36_150,1994-09-16,1994,9,16.07674789428711
-36_150,1994-10-16,1994,10,16.066513061523438
-36_150,1994-11-16,1994,11,17.680858612060547
-36_150,1994-12-16,1994,12,20.489999771118164
-36_150,1995-01-16,1995,1,21.133211135864258
-36_150,1995-02-15,1995,2,21.329830169677734
-36_150,1995-03-16,1995,3,21.826858520507813
-36_150,1995-04-16,1995,4,19.28897476196289
-36_150,1995-05-16,1995,5,19.16632080078125
-36_150,1995-06-16,1995,6,16.63214874267578
-36_150,1995-07-16,1995,7,14.63288688659668
-36_150,1995-08-16,1995,8,14.822510719299316
-36_150,1995-09-16,1995,9,14.619197845458984
-36_150,1995-10-16,1995,10,15.774346351623535
-36_150,1995-11-16,1995,11,18.009897232055664
-36_150,1995-12-16,1995,12,18.370948791503906
-36_150,1996-01-16,1996,1,20.695308685302734
-36_150,1996-02-15,1996,2,20.835525512695313
-36_150,1996-03-16,1996,3,20.741897583007813
-36_150,1996-04-16,1996,4,20.164287567138672
-36_150,1996-05-16,1996,5,18.224517822265625
-36_150,1996-06-16,1996,6,17.813060760498047
-36_150,1996-07-16,1996,7,15.497275352478027
-36_150,1996-08-16,1996,8,15.125787734985352
-36_150,1996-09-16,1996,9,14.875482559204102
-36_150,1996-10-16,1996,10,15.54747200012207
-36_150,1996-11-16,1996,11,17.15612030029297
-36_150,1996-12-16,1996,12,18.342138290405273
-36_150,1997-01-16,1997,1,20.289560317993164
-36_150,1997-02-15,1997,2,21.31119155883789
-36_150,1997-03-16,1997,3,22.140274047851563
-36_150,1997-04-16,1997,4,21.16954803466797
-36_150,1997-05-16,1997,5,19.75936508178711
-36_150,1997-06-16,1997,6,17.84960174560547
-36_150,1997-07-16,1997,7,16.93246078491211
-36_150,1997-08-16,1997,8,16.603099822998047
-36_150,1997-09-16,1997,9,16.90363883972168
-36_150,1997-10-16,1997,10,16.926084518432617
-36_150,1997-11-16,1997,11,18.76669692993164
-36_150,1997-12-16,1997,12,20.898351669311523
-36_150,1998-01-16,1998,1,22.17589569091797
-36_150,1998-02-15,1998,2,23.39713478088379
-36_150,1998-03-16,1998,3,22.775548934936523
-36_150,1998-04-16,1998,4,20.95651626586914
-36_150,1998-05-16,1998,5,19.007122039794922
-36_150,1998-06-16,1998,6,17.55613136291504
-36_150,1998-07-16,1998,7,17.349231719970703
-36_150,1998-08-16,1998,8,16.415193557739258
-36_150,1998-09-16,1998,9,17.209976196289063
-36_150,1998-10-16,1998,10,17.70723533630371
-36_150,1998-11-16,1998,11,18.2055721282959
-36_150,1998-12-16,1998,12,21.35015106201172
-36_150,1999-01-16,1999,1,22.3906192779541
-36_150,1999-02-15,1999,2,22.56986427307129
-36_150,1999-03-16,1999,3,23.210914611816406
-36_150,1999-04-16,1999,4,20.748703002929688
-36_150,1999-05-16,1999,5,19.63241958618164
-36_150,1999-06-16,1999,6,18.467914581298828
-36_150,1999-07-16,1999,7,17.00624656677246
-36_150,1999-08-16,1999,8,16.301807403564453
-36_150,1999-09-16,1999,9,16.171579360961914
-36_150,1999-10-16,1999,10,17.55953598022461
-36_150,1999-11-16,1999,11,18.195491790771484
-36_150,1999-12-16,1999,12,19.96207046508789
-36_150,2000-01-16,2000,1,20.76668357849121
-36_150,2000-02-15,2000,2,21.730627059936523
-36_150,2000-03-16,2000,3,22.087005615234375
-36_150,2000-04-16,2000,4,21.378461837768555
-36_150,2000-05-16,2000,5,18.730331420898438
-36_150,2000-06-16,2000,6,17.365785598754883
-36_150,2000-07-16,2000,7,16.352876663208008
-36_150,2000-08-16,2000,8,15.882614135742188
-36_150,2000-09-16,2000,9,16.813444137573242
-36_150,2000-10-16,2000,10,17.280637741088867
-36_150,2000-11-16,2000,11,19.118003845214844
-36_150,2000-12-16,2000,12,21.397258758544922
-36_150,2001-01-16,2001,1,22.319419860839844
-36_150,2001-02-15,2001,2,23.302783966064453
-36_150,2001-03-16,2001,3,23.33373260498047
-36_150,2001-04-16,2001,4,21.32492446899414
-36_150,2001-05-16,2001,5,18.900705337524414
-36_150,2001-06-16,2001,6,18.340457916259766
-36_150,2001-07-16,2001,7,17.307022094726563
-36_150,2001-08-16,2001,8,16.598369598388672
-36_150,2001-09-16,2001,9,17.59619140625
-36_150,2001-10-16,2001,10,17.272340774536133
-36_150,2001-11-16,2001,11,18.505470275878906
-36_150,2001-12-16,2001,12,20.098474502563477
-36_150,2002-01-16,2002,1,21.67049217224121
-36_150,2002-02-15,2002,2,21.62661361694336
-36_150,2002-03-16,2002,3,21.682781219482422
-36_150,2002-04-16,2002,4,21.015125274658203
-36_150,2002-05-16,2002,5,18.701541900634766
-36_150,2002-06-16,2002,6,18.186893463134766
-36_150,2002-07-16,2002,7,15.758062362670898
-36_150,2002-08-16,2002,8,16.817224502563477
-36_150,2002-09-16,2002,9,16.98699378967285
-36_150,2002-10-16,2002,10,17.42706298828125
-36_150,2002-11-16,2002,11,18.605304718017578
-36_150,2002-12-16,2002,12,20.285869598388672
-36_150,2003-01-16,2003,1,21.143821716308594
-36_150,2003-02-15,2003,2,22.54061508178711
-36_150,2003-03-16,2003,3,21.51471710205078
-36_150,2003-04-16,2003,4,20.822738647460938
-36_150,2003-05-16,2003,5,19.175756454467773
-36_150,2003-06-16,2003,6,17.382091522216797
-36_150,2003-07-16,2003,7,16.640869140625
-36_150,2003-08-16,2003,8,16.147579193115234
-36_150,2003-09-16,2003,9,16.013479232788086
-36_150,2003-10-16,2003,10,17.064857482910156
-36_150,2003-11-16,2003,11,18.196853637695313
-36_150,2003-12-16,2003,12,19.661762237548828
-36_150,2004-01-16,2004,1,21.940189361572266
-36_150,2004-02-15,2004,2,22.12729835510254
-36_150,2004-03-16,2004,3,21.12969970703125
-36_150,2004-04-16,2004,4,20.137075424194336
-36_150,2004-05-16,2004,5,18.165754318237305
-36_150,2004-06-16,2004,6,16.211380004882813
-36_150,2004-07-16,2004,7,15.542400360107422
-36_150,2004-08-16,2004,8,16.5687255859375
-36_150,2004-09-16,2004,9,16.670507431030273
-36_150,2004-10-16,2004,10,17.13418960571289
-36_150,2004-11-16,2004,11,17.818939208984375
-36_150,2004-12-16,2004,12,19.48248291015625
-36_150,2005-01-16,2005,1,21.196212768554688
-36_150,2005-02-15,2005,2,22.180381774902344
-36_150,2005-03-16,2005,3,21.27455711364746
-36_150,2005-04-16,2005,4,21.02039337158203
-36_150,2005-05-16,2005,5,19.33592414855957
-36_150,2005-06-16,2005,6,17.55813980102539
-36_150,2005-07-16,2005,7,16.825773239135742
-36_150,2005-08-16,2005,8,16.337377548217773
-36_150,2005-09-16,2005,9,16.56606101989746
-36_150,2005-10-16,2005,10,17.46065902709961
-36_150,2005-11-16,2005,11,19.570093154907227
-36_150,2005-12-16,2005,12,19.968608856201172
-36_150,2006-01-16,2006,1,21.360258102416992
-36_150,2006-02-15,2006,2,22.446434020996094
-36_150,2006-03-16,2006,3,21.788829803466797
-36_150,2006-04-16,2006,4,20.16592788696289
-36_150,2006-05-16,2006,5,18.083114624023438
-36_150,2006-06-16,2006,6,17.591663360595703
-36_150,2006-07-16,2006,7,16.988800048828125
-36_150,2006-08-16,2006,8,16.21658706665039
-36_150,2006-09-16,2006,9,16.61962127685547
-36_150,2006-10-16,2006,10,17.41857147216797
-36_150,2006-11-16,2006,11,18.99567413330078
-36_150,2006-12-16,2006,12,20.234344482421875
-36_150,2007-01-16,2007,1,21.424720764160156
-36_150,2007-02-15,2007,2,22.661340713500977
-36_150,2007-03-16,2007,3,22.767147064208984
-36_150,2007-04-16,2007,4,20.832427978515625
-36_150,2007-05-16,2007,5,19.77388572692871
-36_150,2007-06-16,2007,6,17.37654685974121
-36_150,2007-07-16,2007,7,16.563928604125977
-36_150,2007-08-16,2007,8,16.007183074951172
-36_150,2007-09-16,2007,9,16.52215003967285
-36_150,2007-10-16,2007,10,16.809085845947266
-36_150,2007-11-16,2007,11,18.396343231201172
-36_150,2007-12-16,2007,12,20.310977935791016
-36_150,2008-01-16,2008,1,21.862754821777344
-36_150,2008-02-15,2008,2,21.591941833496094
-36_150,2008-03-16,2008,3,22.18789291381836
-36_150,2008-04-16,2008,4,20.016387939453125
-36_150,2008-05-16,2008,5,18.24558448791504
-36_150,2008-06-16,2008,6,17.782655715942383
-36_150,2008-07-16,2008,7,15.957852363586426
-36_150,2008-08-16,2008,8,15.039440155029297
-36_150,2008-09-16,2008,9,15.613195419311523
-36_150,2008-10-16,2008,10,17.47763442993164
-36_150,2008-11-16,2008,11,18.153362274169922
-36_150,2008-12-16,2008,12,18.974714279174805
-36_150,2009-01-16,2009,1,20.52011489868164
-36_150,2009-02-15,2009,2,21.81546401977539
-36_150,2009-03-16,2009,3,22.118316650390625
-36_150,2009-04-16,2009,4,20.655902862548828
-36_150,2009-05-16,2009,5,19.316211700439453
-36_150,2009-06-16,2009,6,17.799762725830078
-36_150,2009-07-16,2009,7,16.756526947021484
-36_150,2009-08-16,2009,8,16.38076400756836
-36_150,2009-09-16,2009,9,16.851980209350586
-36_150,2009-10-16,2009,10,17.779056549072266
-36_150,2009-11-16,2009,11,19.04732894897461
-36_150,2009-12-16,2009,12,20.192630767822266
-36_150,2010-01-16,2010,1,21.59518814086914
-36_150,2010-02-15,2010,2,22.89835548400879
-36_150,2010-03-16,2010,3,22.07843780517578
-36_150,2010-04-16,2010,4,21.468801498413086
-36_150,2010-05-16,2010,5,20.386022567749023
-36_150,2010-06-16,2010,6,18.547161102294922
-36_150,2010-07-16,2010,7,16.653295516967773
-36_150,2010-08-16,2010,8,16.27499771118164
-36_150,2010-09-16,2010,9,16.070966720581055
-36_150,2010-10-16,2010,10,17.30914306640625
-36_150,2010-11-16,2010,11,18.575332641601563
-36_150,2010-12-16,2010,12,19.994985580444336
-36_150,2011-01-16,2011,1,22.54806137084961
-36_150,2011-02-15,2011,2,23.203699111938477
-36_150,2011-03-16,2011,3,21.900508880615234
-36_150,2011-04-16,2011,4,21.458396911621094
-36_150,2011-05-16,2011,5,18.724960327148438
-36_150,2011-06-16,2011,6,17.34698486328125
-36_150,2011-07-16,2011,7,16.253055572509766
-36_150,2011-08-16,2011,8,16.791393280029297
-36_150,2011-09-16,2011,9,17.093029022216797
-36_150,2011-10-16,2011,10,17.771831512451172
-36_150,2011-11-16,2011,11,19.16254425048828
-36_150,2011-12-16,2011,12,19.595016479492188
-36_150,2012-01-16,2012,1,21.49715805053711
-36_150,2012-02-15,2012,2,21.953752517700195
-36_150,2012-03-16,2012,3,21.223262786865234
-36_150,2012-04-16,2012,4,20.779813766479492
-36_150,2012-05-16,2012,5,18.757349014282227
-36_150,2012-06-16,2012,6,17.029645919799805
-36_150,2012-07-16,2012,7,15.718505859375
-36_150,2012-08-16,2012,8,15.455543518066406
-36_150,2012-09-16,2012,9,16.41405487060547
-36_150,2012-10-16,2012,10,16.933074951171875
-36_150,2012-11-16,2012,11,18.14751625061035
-36_150,2012-12-16,2012,12,19.110525131225586
-36_150,2013-01-16,2013,1,21.121570587158203
-36_150,2013-02-15,2013,2,22.118322372436523
-36_150,2013-03-16,2013,3,23.01721954345703
-36_150,2013-04-16,2013,4,22.22783660888672
-36_150,2013-05-16,2013,5,19.726247787475586
-36_150,2013-06-16,2013,6,16.71822738647461
-36_150,2013-07-16,2013,7,16.89276695251465
-36_150,2013-08-16,2013,8,16.17827796936035
-36_150,2013-09-16,2013,9,16.776565551757813
-36_150,2013-10-16,2013,10,17.336627960205078
-36_150,2013-11-16,2013,11,18.830514907836914
-36_150,2013-12-16,2013,12,20.106603622436523
-36_150,2014-01-16,2014,1,21.14046287536621
-36_150,2014-02-15,2014,2,21.639177322387695
-36_150,2014-03-16,2014,3,22.73358917236328
-36_150,2014-04-16,2014,4,21.884109497070313
-36_150,2014-05-16,2014,5,21.204082489013672
-36_150,2014-06-16,2014,6,18.304195404052734
-36_150,2014-07-16,2014,7,16.933971405029297
-36_150,2014-08-16,2014,8,16.7724609375
-36_150,2014-09-16,2014,9,16.59524917602539
-36_150,2014-10-16,2014,10,17.742063522338867
-36_150,2014-11-16,2014,11,18.581764221191406
-36_150,2014-12-16,2014,12,20.591238021850586
-36_150,2015-01-16,2015,1,21.712200164794922
-36_150,2015-02-15,2015,2,22.687849044799805
-36_150,2015-03-16,2015,3,22.79298210144043
-36_150,2015-04-16,2015,4,20.66960906982422
-36_150,2015-05-16,2015,5,19.730140686035156
-36_150,2015-06-16,2015,6,17.51068687438965
-36_150,2015-07-16,2015,7,16.430967330932617
-36_150,2015-08-16,2015,8,16.209064483642578
-36_150,2015-09-16,2015,9,16.860946655273438
-36_150,2015-10-16,2015,10,18.806900024414063
-36_150,2015-11-16,2015,11,19.765005111694336
-36_150,2015-12-16,2015,12,20.949127197265625
-36_150,2016-01-16,2016,1,22.407838821411133
-36_150,2016-02-15,2016,2,23.49526596069336
-36_150,2016-03-16,2016,3,23.336225509643555
-36_150,2016-04-16,2016,4,22.206336975097656
-36_150,2016-05-16,2016,5,20.11783218383789
-36_150,2016-06-16,2016,6,18.46303367614746
-36_150,2016-07-16,2016,7,17.329544067382813
-36_150,2016-08-16,2016,8,16.53072738647461
-36_150,2016-09-16,2016,9,17.67364501953125
-36_150,2016-10-16,2016,10,17.3411865234375
-36_150,2016-11-16,2016,11,19.119762420654297
-36_150,2016-12-16,2016,12,20.578475952148438
-36_150,2017-01-16,2017,1,22.766313552856445
-36_150,2017-02-15,2017,2,22.71420669555664
-36_150,2017-03-16,2017,3,22.883211135864258
-36_150,2017-04-16,2017,4,21.6927490234375
-36_150,2017-05-16,2017,5,19.258981704711914
-36_150,2017-06-16,2017,6,17.784198760986328
-36_150,2017-07-16,2017,7,17.244056701660156
-36_150,2017-08-16,2017,8,17.133516311645508
-36_150,2017-09-16,2017,9,16.76947784423828
-36_150,2017-10-16,2017,10,18.248092651367188
-36_150,2017-11-16,2017,11,19.794025421142578
-36_150,2017-12-16,2017,12,21.002498626708984
-36_150,2018-01-16,2018,1,22.082141876220703
-36_150,2018-02-15,2018,2,22.391782760620117
-36_150,2018-03-16,2018,3,22.07594108581543
-36_150,2018-04-16,2018,4,20.384685516357422
-36_150,2018-05-16,2018,5,19.240108489990234
-36_150,2018-06-16,2018,6,17.54802894592285
-36_150,2018-07-16,2018,7,16.268095016479492
-36_150,2018-08-16,2018,8,15.535151481628418
-36_150,2018-09-16,2018,9,16.294044494628906
-36_150,2018-10-16,2018,10,17.41149139404297
-36_150,2018-11-16,2018,11,19.059720993041992
-36_150,2018-12-16,2018,12,20.596923828125
-36_150,2019-01-16,2019,1,22.672264099121094
-36_150,2019-02-15,2019,2,22.98776626586914
-36_150,2019-03-16,2019,3,22.923431396484375
-36_150,2019-04-16,2019,4,21.061254501342773
-36_150,2019-05-16,2019,5,19.759681701660156
-36_150,2019-06-16,2019,6,17.984363555908203
-36_150,2019-07-16,2019,7,16.512189865112305
-36_150,2019-08-16,2019,8,16.584274291992188
-36_150,2019-09-16,2019,9,16.16933822631836
-36_150,2019-10-16,2019,10,17.133052825927734
-36_150,2019-11-16,2019,11,18.270402908325195
-36_150,2019-12-16,2019,12,19.73554229736328
-36_150,2020-01-16,2020,1,21.940601348876953
-36_150,2020-02-15,2020,2,22.76401138305664
-36_150,2020-03-16,2020,3,21.775381088256836
-36_150,2020-04-16,2020,4,20.292224884033203
-36_150,2020-05-16,2020,5,18.6311092376709
-36_150,2020-06-16,2020,6,17.703556060791016
-36_150,2020-07-16,2020,7,17.352174758911133
-36_150,2020-08-16,2020,8,16.03553009033203
-36_150,2020-09-16,2020,9,16.471416473388672
-36_150,2020-10-16,2020,10,17.13782501220703
-36_150,2020-11-16,2020,11,18.856292724609375
-36_150,2020-12-16,2020,12,20.53362464904785
-36_150,2021-01-16,2021,1,21.838191986083984
-36_150,2021-02-15,2021,2,21.817974090576172
-36_150,2021-03-16,2021,3,21.485748291015625
-36_150,2021-04-16,2021,4,20.83028793334961
-36_150,2021-05-16,2021,5,19.75666618347168
-36_150,2021-06-16,2021,6,18.016223907470703
-36_150,2021-07-16,2021,7,17.233135223388672
-36_150,2021-08-16,2021,8,16.193592071533203
-36_150,2021-09-16,2021,9,16.263477325439453
-36_150,2021-10-16,2021,10,16.727985382080078
-36_150,2021-11-16,2021,11,18.461254119873047
-36_150,2021-12-16,2021,12,20.093725204467773
-36_150,2022-01-16,2022,1,22.500534057617188
-36_150,2022-02-15,2022,2,22.84947967529297
-36_150,2022-03-16,2022,3,22.762584686279297
-36_150,2022-04-16,2022,4,21.3892879486084
-36_150,2022-05-16,2022,5,20.750368118286133
-36_150,2022-06-16,2022,6,17.62110710144043
-36_150,2022-07-16,2022,7,16.959909439086914
-36_150,2022-08-16,2022,8,16.426067352294922
-36_150,2022-09-16,2022,9,16.588804244995117
-36_150,2022-10-16,2022,10,18.210783004760742
-36_150,2022-11-16,2022,11,17.69970703125
-36_150,2022-12-16,2022,12,18.13243865966797
-36_150,2023-01-16,2023,1,22.283611297607422
-36_150,2023-02-15,2023,2,23.639564514160156
-36_150,2023-03-16,2023,3,22.89218521118164
-36_150,2023-04-16,2023,4,20.892335891723633
-36_150,2023-05-16,2023,5,19.73164176940918
-36_150,2023-06-16,2023,6,17.68877410888672
-36_150,2023-07-16,2023,7,17.48050308227539
-36_150,2023-08-16,2023,8,16.9642333984375
-36_150,2023-09-16,2023,9,16.933195114135742
-36_150,2023-10-16,2023,10,18.443466186523438
-36_150,2023-11-16,2023,11,19.944236755371094
-36_150,2023-12-16,2023,12,21.165552139282227
-36_150,2024-01-16,2024,1,21.526851654052734
-36_150,2024-02-15,2024,2,22.69882583618164
-36_150,2024-03-16,2024,3,22.750900268554688
-36_150,2024-04-16,2024,4,21.517715454101563
-36_150,2024-05-16,2024,5,20.426002502441406
-36_150,2024-06-16,2024,6,18.87039566040039
-36_150,2024-07-16,2024,7,17.139917373657227
-36_150,2024-08-16,2024,8,16.67291259765625
-36_150,2024-09-16,2024,9,16.792694091796875
-36_150,2024-10-16,2024,10,17.786972045898438
-36_150,2024-11-16,2024,11,18.98769760131836
-36_150,2024-12-16,2024,12,21.315126419067383
-36_150,2025-01-16,2025,1,21.928810119628906
-36_150,2025-02-15,2025,2,23.03258514404297
-36_150,2025-03-16,2025,3,22.49477767944336
-36_150,2025-04-16,2025,4,21.488998413085938
-36_150,2025-05-16,2025,5,19.80893325805664
-36_150,2025-06-16,2025,6,17.774394989013672
-36_150,2025-07-16,2025,7,17.48695182800293
-36_150,2025-08-16,2025,8,17.1138858795166
-36_150,2025-09-16,2025,9,16.894113540649414
-36_150,2025-10-16,2025,10,18.19066619873047
-36_150,2025-11-16,2025,11,18.381193161010742
-36_150,2025-12-16,2025,12,20.07193374633789
-35_151,1992-01-16,1992,1,21.00530242919922
-35_151,1992-02-15,1992,2,22.31695556640625
-35_151,1992-03-16,1992,3,22.817319869995117
-35_151,1992-04-16,1992,4,21.768207550048828
